count,city,state
78,Sheridan,CA
78,Portola,CA
78,Salyer,CA
77,Oak Creek,WI
77,Huntington,UT
77,Eutawville,SC
77,Pageland,SC
77,Emlenton,PA
77,Barnesville,PA
77,Darby,PA
77,Fredericksburg,PA
77,Perkiomenville,PA
77,Winston,OR
77,Howell,NJ
77,Reidsville,NC
77,Freeport,MN
77,Ogilvie,MN
77,Sterling Heights,MI
77,Perry,GA
77,Baker,FL
77,East Palatka,FL
77,Ahwahnee,CA
77,Pope Valley,CA
77,Avondale,AZ
76,Poulsbo,WA
76,Mount Pleasant,UT
76,Mansfield,PA
76,Manns Choice,PA
76,Watsontown,PA
76,West Newton,PA
76,Tidewater,OR
76,Yukon,OK
76,Richmond Hill,NY
76,Fultonville,NY
76,Middletown,NJ
76,Asheboro,NC
76,Florence,MT
76,O Fallon,MO
76,Saint Peters,MO
76,Perham,MN
76,Royalton,MN
76,Mora,MN
76,Paynesville,MN
76,Charlotte,MI
76,Valdosta,GA
76,Fountain,FL
76,Archer,FL
76,Jay,FL
76,Erie,CO
76,Laguna Beach,CA
76,Sun City,CA
76,Albion,CA
76,Redcrest,CA
76,Athens,AL
75,Burlington,WA
75,Warfield,VA
75,Rural Retreat,VA
75,Rockville,VA
75,Daleville,VA
75,Ninety Six,SC
75,Elloree,SC
75,East Greenwich,RI
75,Marietta,PA
75,Eddyville,OR
75,Siletz,OR
75,Somers,NY
75,Fallon,NV
75,Wells,NV
75,Asbury Park,NJ
75,Passaic,NJ
75,Columbia,NJ
75,Maryland Heights,MO
75,Eagle Lake,MN
75,Sturgeon Lake,MN
75,Caledonia,MI
75,Chestertown,MD
75,Weston,MA
75,Bartlett,IL
75,Altoona,IA
75,Pooler,GA
75,Jennings,FL
75,Groton,CT
75,Glenn,CA
75,Meridian,CA
75,Chester,CA
75,Granite Bay,CA
75,Carlisle,AR
74,Martinsville,VA
74,Moseley,VA
74,Linden,VA
74,Manakin Sabot,VA
74,Johnson City,TN
74,Athens,TN
74,Mount Juliet,TN
74,Gable,SC
74,Cassatt,SC
74,Spring City,PA
74,East Greenville,PA
74,Drewsey,OR
74,Mohawk,NY
74,Bohemia,NY
74,Niagara Falls,NY
74,East Meadow,NY
74,Averill Park,NY
74,Port Reading,NJ
74,Bismarck,ND
74,Old Fort,NC
74,Kila,MT
74,Deerwood,MN
74,Gaylord,MN
74,Janesville,MN
74,Remer,MN
74,Frazee,MN
74,Byron,GA
74,Dalton,GA
74,Rifle,CO
74,Portola Valley,CA
74,Earp,CA
74,Decatur,AL
74,Hope Hull,AL
73,Charles Town,WV
73,Eatonville,WA
73,Quicksburg,VA
73,Smithfield,VA
73,Natural Bridge,VA
73,Haltom City,TX
73,Aledo,TX
73,Hutchins,TX
73,Crossville,TN
73,Newtown Square,PA
73,Willow Street,PA
73,Reedsville,PA
73,Wrightsville,PA
73,Greentown,PA
73,Mercer,PA
73,Thompsontown,PA
73,Helix,OR
73,Roslyn,NY
73,Middletown,NY
73,Baldwinsville,NY
73,Runnemede,NJ
73,Hooksett,NH
73,Londonderry,NH
73,Ridgeland,MS
73,Wentzville,MO
73,Platte City,MO
73,Methuen,MA
73,Milton,MA
73,Westlake,LA
73,Brazil,IN
73,Elk Grove Village,IL
73,Oak Park,IL
73,Temple,GA
73,Sorrento,FL
73,Waldo,FL
73,Lecanto,FL
73,Long Barn,CA
73,Sierraville,CA
73,Apache Junction,AZ
73,Yuma,AZ
73,Loxley,AL
72,Milton,WA
72,Harriman,TN
72,Bamberg,SC
72,Rexford,NY
72,Roanoke Rapids,NC
72,Lowell,NC
72,Fenton,MO
72,Cotton,MN
72,Utica,MN
72,Cloverdale,IN
72,Forest Park,IL
72,Plainfield,IL
72,Fayetteville,GA
72,Dumont,CO
72,Millville,CA
72,Castella,CA
72,Scotia,CA
72,Rescue,CA
72,Brinkley,AR
71,Hopewell,VA
71,Kinards,SC
71,Mauldin,SC
71,East Earl,PA
71,New Stanton,PA
71,Akron,NY
71,Millville,NJ
71,Rolesville,NC
71,Bonner,MT
71,Victor,MT
71,Garrison,MT
71,Belton,MO
71,Bovey,MN
71,New Prague,MN
71,Pillager,MN
71,Slayton,MN
71,Otisville,MI
71,Big Pool,MD
71,Gardner,KS
71,New Haven,IN
71,Blackfoot,ID
71,Coral Springs,FL
71,Fellsmere,FL
71,Clearwater Beach,FL
71,Usaf Academy,CO
71,Leona Valley,CA
71,Cazadero,CA
71,Shorter,AL
70,Brookfield,WI
70,Pulaski,VA
70,Herriman,UT
70,Tannersville,PA
70,New Freedom,PA
70,New City,NY
70,Dover,NH
70,Havre,MT
70,Moorhead,MN
70,Glenwood,MN
70,Alden,MN
70,Milan,MI
70,Wayland,MI
70,Memphis,IN
70,Fox Lake,IL
70,Pleasant Hill,IA
70,Bettendorf,IA
70,Monte Rio,CA
70,Lake Hughes,CA
70,Penngrove,CA
70,Forrest City,AR
70,Lincoln,AL
69,Triadelphia,WV
69,Rochester,WA
69,Fairfield,VA
69,Ferron,UT
69,Elverson,PA
69,Moosic,PA
69,Thomasville,PA
69,York Springs,PA
69,Canton,OH
69,Holbrook,NY
69,Stony Point,NY
69,Laguna,NM
69,Las Cruces,NM
69,Sayreville,NJ
69,Huson,MT
69,Troy,MT
69,Farmington,MN
69,Kenyon,MN
69,Greenwood,LA
69,Whitestown,IN
69,Joliet,IL
69,El Nido,CA
69,Piercy,CA
69,Hazen,AR
69,Bay Minette,AL
68,Milton,WV
68,Sutton,WV
68,Gum Spring,VA
68,Cypress,TX
68,Kodak,TN
68,Portland,TN
68,Hendersonville,TN
68,West Union,SC
68,Cope,SC
68,Ware Shoals,SC
68,Hilton Head Island,SC
68,Neeses,SC
68,Shamokin Dam,PA
68,Ligonier,PA
68,Spray,OR
68,Medford,NY
68,Schodack Landing,NY
68,Honeoye Falls,NY
68,Whitehall,NY
68,Grand Forks,ND
68,Horn Lake,MS
68,Norwood Young America,MN
68,Cass Lake,MN
68,Garrison,MN
68,Caledonia,MN
68,Rushmore,MN
68,Pasadena,MD
68,Bladensburg,MD
68,Columbia,MD
68,Medford,MA
68,Anderson,IN
68,Muncie,IN
68,Gulfport,FL
68,Wellington,FL
68,Century,FL
68,Gypsum,CO
68,San Quentin,CA
68,Ivanhoe,CA
68,Fosters,AL
67,Wamsutter,WY
67,Hayes,VA
67,Von Ormy,TX
67,Apollo,PA
67,Stoystown,PA
67,Fossil,OR
67,Joseph,OR
67,Chestertown,NY
67,Briarcliff Manor,NY
67,Townsend,MT
67,Saint Ignatius,MT
67,Brandon,MS
67,Houston,MN
67,Glendale Heights,IL
67,Fort White,FL
67,Oakland Park,FL
67,Hallandale Beach,FL
67,San Simeon,CA
67,Blountsville,AL
66,White House,TN
66,Kersey,PA
66,Center Valley,PA
66,Seneca,OR
66,Clinton Corners,NY
66,Casa Blanca,NM
66,Forked River,NJ
66,Hasbrouck Heights,NJ
66,Lodge Grass,MT
66,Canton,MS
66,Federalsburg,MD
66,Newburg,MD
66,Roselle,IL
66,Colfax,IA
66,Lake Wales,FL
66,Hernando,FL
66,Bowling Green,FL
66,Mystic,CT
66,Henderson,CO
66,Hinkley,CA
66,Universal City,CA
66,Foothill Ranch,CA
66,Pilot Hill,CA
65,Woodland,WA
65,Tappahannock,VA
65,Roosevelt,UT
65,Mc Coll,SC
65,Fort Lawn,SC
65,Coal Township,PA
65,Rockton,PA
65,Milroy,PA
65,Mount Angel,OR
65,Brookville,OH
65,Pleasant Valley,NY
65,Rockville Centre,NY
65,Whippany,NJ
65,Hazlet,NJ
65,Nashville,NC
65,Mc Leansville,NC
65,Kasson,MN
65,Mountain Iron,MN
65,Mountain Lake,MN
65,Olivia,MN
65,Freeport,ME
65,Preston,MD
65,Islamorada,FL
65,Wilton Manors,FL
65,Termo,CA
65,Seligman,AZ
64,Rawlins,WY
64,Warsaw,VA
64,Boones Mill,VA
64,North Myrtle Beach,SC
64,Cayce,SC
64,Seabrook,SC
64,Great Falls,SC
64,Milford,PA
64,Germantown,OH
64,Delanson,NY
64,Fort Plain,NY
64,Bergen,NY
64,Warners,NY
64,Holtsville,NY
64,Mahwah,NJ
64,Roseland,NJ
64,Rural Hall,NC
64,Seeley Lake,MT
64,Gold Creek,MT
64,Florissant,MO
64,Bingham Lake,MN
64,Montgomery,MN
64,Milford,MI
64,Bloomington,IN
64,Henryville,IN
64,Milford,DE
64,Elverta,CA
64,Bodfish,CA
64,Heth,AR
64,Pell City,AL
64,Hanceville,AL
63,Broad Run,VA
63,Elkton,VA
63,Pleasant View,TN
63,Vance,SC
63,Ruffin,SC
63,Benton,PA
63,White Haven,PA
63,Colton,OR
63,Englewood,OH
63,Oneida,NY
63,Fort Ann,NY
63,Watchung,NJ
63,Belleville,NJ
63,Burgaw,NC
63,Scandia,MN
63,Welch,MN
63,Pierz,MN
63,Grass Lake,MI
63,Bishopville,MD
63,Worcester,MA
63,Hebron,IN
63,Maywood,IL
63,Itasca,IL
63,Weirsdale,FL
63,Interlachen,FL
63,Chiefland,FL
63,Sanderson,FL
63,New Canaan,CT
63,Mc Kittrick,CA
63,California Hot Springs,CA
63,Hamilton City,CA
63,Gold Run,CA
63,Dewey,AZ
63,Gardendale,AL
62,Roy,WA
62,Washington,VA
62,Waterloo,SC
62,Wedgefield,SC
62,Salem,SC
62,Mount Carmel,PA
62,Reinholds,PA
62,Unity,OR
62,South Beach,OR
62,Clayton,OH
62,Patchogue,NY
62,Kirkville,NY
62,Granville,NY
62,Florham Park,NJ
62,Pedricktown,NJ
62,Rockaway,NJ
62,Arlee,MT
62,Ponchatoula,LA
62,Tolland,CT
62,Fort Jones,CA
62,Happy Camp,CA
62,Pacific Palisades,CA
62,Death Valley,CA
62,Ferndale,CA
62,Big Pine,CA
62,Westwood,CA
62,Morrilton,AR
61,Pasadena,TX
61,Dickson,TN
61,Coward,SC
61,Lexington,OR
61,Rosedale,NY
61,Gallup,NM
61,Somerset,NJ
61,Lincolnton,NC
61,Belgrade,MN
61,Lakeland,MN
61,Prior Lake,MN
61,Williamston,MI
61,Marrero,LA
61,Gonzales,LA
61,Walcott,IA
61,Keyes,CA
61,Tulelake,CA
61,Los Olivos,CA
61,Planada,CA
61,Camptonville,CA
61,Crawfordsville,AR
60,Markham,VA
60,Powell,TN
60,Pinewood,SC
60,Nescopeck,PA
60,Peach Bottom,PA
60,Carrolltown,PA
60,Pottsville,PA
60,Mc Veytown,PA
60,Breinigsville,PA
60,Paisley,OR
60,Rogue River,OR
60,Dobbs Ferry,NY
60,Gardnerville,NV
60,Warner,NH
60,Cushing,MN
60,Wanamingo,MN
60,Fairdale,KY
60,Richmond,IN
60,Osteen,FL
60,South Windsor,CT
60,Berthoud,CO
60,North San Juan,CA
60,Manhattan Beach,CA
60,Greenville,AL
59,Belfair,WA
59,Midland,VA
59,Fort Belvoir,VA
59,Oakton,VA
59,Bedford,VA
59,Forest,VA
59,Elgin,TX
59,Mansfield,TX
59,Pioneer,TN
59,East Stroudsburg,PA
59,Winfield,PA
59,Murrysville,PA
59,Millerstown,PA
59,Reynoldsville,PA
59,Warren,OR
59,Farmington,NY
59,Fernley,NV
59,Hope Mills,NC
59,Cameron,MT
59,Strafford,MO
59,Dexter,MN
59,Cologne,MN
59,Osage,MN
59,Hill City,MN
59,Oak Park,MI
59,Grand Haven,MI
59,Plainfield,IN
59,Lake Helen,FL
59,Key West,FL
59,Madison,CT
59,Helendale,CA
59,Milford,CA
58,Gallagher,WV
58,Rocky Gap,VA
58,Collierville,TN
58,Sale Creek,TN
58,Cleveland,SC
58,Cordova,SC
58,Fleetwood,PA
58,Palmyra,PA
58,Lewis Run,PA
58,Coudersport,PA
58,Elysburg,PA
58,Landisville,PA
58,Punxsutawney,PA
58,Deer Island,OR
58,Vernon,NY
58,Kew Gardens,NY
58,Frankfort,NY
58,Eden,NY
58,Portsmouth,NH
58,Colfax,NC
58,Waconia,MN
58,Cooksville,MD
58,Firth,ID
58,Waterloo,IA
58,Melrose,FL
58,Wellborn,FL
58,Twin Bridges,CA
58,Berry Creek,CA
58,Hidden Valley Lake,CA
58,Maxwell,CA
58,Onyx,CA
58,Saraland,AL
58,Anniston,AL
57,Ona,WV
57,Belle,WV
57,Gretna,VA
57,Maurertown,VA
57,Dugway,UT
57,Kanarraville,UT
57,Riceville,TN
57,Apison,TN
57,Six Mile,SC
57,Pauline,SC
57,Drexel Hill,PA
57,Warminster,PA
57,Clairton,PA
57,Claysville,PA
57,Linden,PA
57,Bernville,PA
57,O Brien,OR
57,Carlton,OR
57,Ardsley,NY
57,Holmes,NY
57,Fort Edward,NY
57,Floral Park,NY
57,Crescent Valley,NV
57,Lincoln,NE
57,Maxton,NC
57,Lynd,MN
57,Grove City,MN
57,Gilbert,MN
57,Climax,MI
57,Topeka,KS
57,Greenwood,IN
57,Skokie,IL
57,Mountain Home,ID
57,Mc David,FL
57,Okahumpka,FL
57,Willington,CT
57,Freedom,CA
57,Bridgeport,CA
57,Mendocino,CA
57,Zamora,CA
57,Paradise Valley,AZ
57,Winslow,AZ
57,Verbena,AL
56,Oak Harbor,WA
56,Round Hill,VA
56,South Pittsburg,TN
56,Clemson,SC
56,Halifax,PA
56,Cheshire,OR
56,Valatie,NY
56,Ravena,NY
56,South Richmond Hill,NY
56,Fulton,NY
56,Oakland,NJ
56,Atlantic City,NJ
56,Mapleton,ND
56,Davidson,NC
56,Lillington,NC
56,Hernando,MS
56,Canyon,MN
56,Bagley,MN
56,Tinley Park,IL
56,Avoca,IA
56,Lone Tree,CO
56,Redway,CA
56,Cedarpines Park,CA
56,Palermo,CA
56,Quartzsite,AZ
56,Hope,AR
56,Dothan,AL
56,Falkville,AL
55,Laramie,WY
55,Madison Heights,VA
55,Orange,VA
55,Parowan,UT
55,Pleasant Grove,UT
55,Logan,UT
55,Donalds,SC
55,Liberty,PA
55,Hawley,PA
55,Portage,PA
55,Oreland,PA
55,West Grove,PA
55,Mc Alisterville,PA
55,Mullica Hill,NJ
55,Township of Washington,NJ
55,Ledgewood,NJ
55,New Bern,NC
55,Clara City,MN
55,Saint James,MN
55,Midland,MI
55,Lowell,MI
55,Framingham,MA
55,Lafayette,IN
55,North Aurora,IL
55,Tiffin,IA
55,Astor,FL
55,Paynes Creek,CA
55,Bolinas,CA
55,Little River,CA
55,San Simon,AZ
55,Camp Verde,AZ
55,Scott,AR
55,Knoxville,AL
54,Castle Rock,WA
54,Bluemont,VA
54,Cross Hill,SC
54,Edgemoor,SC
54,Cottageville,SC
54,Blackville,SC
54,Nottingham,PA
54,Northern Cambria,PA
54,Havertown,PA
54,Tenmile,OR
54,Condon,OR
54,Tiller,OR
54,Carle Place,NY
54,Blairstown,NJ
54,Mantua,NJ
54,Kenly,NC
54,Clemmons,NC
54,Dobson,NC
54,Roundup,MT
54,Joliet,MT
54,Spicer,MN
54,Erie,MI
54,East Lansing,MI
54,Scarborough,ME
54,Walkersville,MD
54,Boyds,MD
54,West Friendship,MD
54,Newport,KY
54,Thorntown,IN
54,Mullan,ID
54,Jonesboro,GA
54,Social Circle,GA
54,West Park,FL
54,Winter Haven,FL
54,Greeley,CO
54,New Castle,CO
54,Cascade,CO
54,Kentfield,CA
54,Oak Park,CA
54,Willcox,AZ
54,White Hall,AR
54,Hayden,AL
54,Atmore,AL
53,Remington,VA
53,Southlake,TX
53,Sunset,SC
53,Olanta,SC
53,South Fork,PA
53,Beatty,OR
53,Kent,OR
53,Otter Rock,OR
53,Ithaca,NY
53,Coxsackie,NY
53,Johnson City,NY
53,Salt Point,NY
53,Purdys,NY
53,Lebanon,NJ
53,Pleasantville,NJ
53,Cedar Knolls,NJ
53,Avenel,NJ
53,Columbus,NC
53,Pompeys Pillar,MT
53,Biloxi,MS
53,Oak Grove,MO
53,Fairfax,MN
53,Raymond,MN
53,Maynard,MN
53,New Hudson,MI
53,Attleboro,MA
53,Alexandria,LA
53,Rockport,IN
53,Waukee,IA
53,Milton,DE
53,Penrose,CO
53,Soulsbyville,CA
53,Twain,CA
53,Dorris,CA
53,Tupman,CA
53,Ozark,AR
52,Graham,WA
52,Port Angeles,WA
52,Escalante,UT
52,Mc Cormick,SC
52,Wallace,SC
52,Mill City,OR
52,Dairy,OR
52,Independence,OH
52,Chatham,NY
52,Vestal,NY
52,Southampton,NJ
52,Oaklyn,NJ
52,Nutley,NJ
52,Mint Hill,NC
52,Eureka,MT
52,Lewistown,MT
52,Pacific,MO
52,Hewitt,MN
52,Winthrop,MN
52,New Baltimore,MI
52,Grand Ledge,MI
52,Lexington,MA
52,Stoughton,MA
52,Frankfort,IN
52,Shelbyville,IN
52,Kildeer,IL
52,Post Falls,ID
52,Walsenburg,CO
52,Hayfork,CA
52,Garden Valley,CA
52,Fall River Mills,CA
51,Stanwood,WA
51,Centralia,WA
51,Atkins,VA
51,Barboursville,VA
51,Cape Charles,VA
51,Gloucester,VA
51,Kanab,UT
51,Brookshire,TX
51,Green Pond,SC
51,Mount Pleasant,SC
51,Crystal Spring,PA
51,Cogan Station,PA
51,Devon,PA
51,Beaver Springs,PA
51,Mulino,OR
51,Bates,OR
51,Elyria,OH
51,Bedford,OH
51,Mahopac,NY
51,Boonville,NY
51,Lockport,NY
51,Hastings on Hudson,NY
51,Newton,NC
51,Shepherd,MT
51,Menahga,MN
51,Cottonwood,MN
51,Courtland,MN
51,Trenton,MI
51,Church Hill,MD
51,Dickerson,MD
51,Revere,MA
51,Noblesville,IN
51,Georgetown,IN
51,Gaston,IN
51,Oxford,IA
51,Ottumwa,IA
51,Grant,FL
51,O Neals,CA
51,Kirkland,AZ
50,Bracey,VA
50,Sanger,TX
50,Jackson,TN
50,Trenton,SC
50,Catawba,SC
50,Glenolden,PA
50,Liverpool,PA
50,Central City,PA
50,Lake Harmony,PA
50,Dushore,PA
50,Curwensville,PA
50,Sugarloaf,PA
50,Brookhaven,PA
50,Grove City,OH
50,College Point,NY
50,La Fayette,NY
50,Bridgeton,NJ
50,Rahway,NJ
50,Morganville,NJ
50,Enfield,NC
50,Indian Trail,NC
50,Spring Valley,MN
50,Wabasha,MN
50,International Falls,MN
50,Hector,MN
50,Hudsonville,MI
50,Adelphi,MD
50,Mechanicsville,MD
50,Darlington,MD
50,Union Bridge,MD
50,Demotte,IN
50,Volo,IL
50,Western Springs,IL
50,Stuart,IA
50,Ellsworth,IA
50,Bloomingdale,GA
50,Ellijay,GA
50,Haines City,FL
50,Vernon,FL
50,Shasta Lake,CA
50,Grenada,CA
50,Midpines,CA
50,Canoga Park,CA
50,Fulton,CA
50,Rio Oso,CA
50,Gurdon,AR
50,Plumerville,AR
49,Harpers Ferry,WV
49,Pearland,TX
49,Monterey,TN
49,Society Hill,SC
49,New Alexandria,PA
49,Boswell,PA
49,Riverside,OR
49,Castleton On Hudson,NY
49,Coram,NY
49,Thorofare,NJ
49,Bayville,NJ
49,Port Republic,NJ
49,Mount Airy,NC
49,Marion,MT
49,Somers,MT
49,Tracy,MN
49,Lindstrom,MN
49,Southgate,MI
49,Sturbridge,MA
49,Beech Grove,IN
49,Anita,IA
49,Coralville,IA
49,Grovetown,GA
49,Morriston,FL
49,Virginia Gardens,FL
49,Chino Valley,AZ
49,Maumelle,AR
49,Fultondale,AL
48,Ferndale,WA
48,Dolphin,VA
48,Talmage,UT
48,Tomball,TX
48,Christiana,TN
48,Cross Plains,TN
48,Bulls Gap,TN
48,Mc Clure,PA
48,Hollsopple,PA
48,Moscow,PA
48,Snow Shoe,PA
48,Doylestown,PA
48,North East,PA
48,Cochranville,PA
48,Gordonville,PA
48,Turner,OR
48,Moraine,OH
48,Deming,NM
48,Sicklerville,NJ
48,Parlin,NJ
48,Bedford,NH
48,Salem,NH
48,Miles City,MT
48,Conrad,MT
48,Ballantine,MT
48,Byram,MS
48,Brookline,MO
48,Hayfield,MN
48,Davisburg,MI
48,Rockford,MI
48,Falmouth,ME
48,Millington,MD
48,Street,MD
48,Granite City,IL
48,Westmont,IL
48,Elkhart,IA
48,Shalimar,FL
48,Old Greenwich,CT
48,Weldon,CA
48,Tranquillity,CA
48,Superior,AZ
48,Willow Beach,AZ
48,Heber,AZ
48,Widener,AR
47,Carson,VA
47,Chatham,VA
47,Oilville,VA
47,Manchaca,TX
47,Georgetown,TN
47,Heiskell,TN
47,Salley,SC
47,Clio,SC
47,Ashland,PA
47,Wilcox,PA
47,Hazleton,PA
47,Weedville,PA
47,Charleroi,PA
47,West Decatur,PA
47,Smithton,PA
47,Watertown,NY
47,Camden,NY
47,Clay,NY
47,Canajoharie,NY
47,Galway,NY
47,Malden Bridge,NY
47,East Greenbush,NY
47,West Sand Lake,NY
47,South Plainfield,NJ
47,Hackettstown,NJ
47,West Fargo,ND
47,Whitakers,NC
47,Garysburg,NC
47,Clinton,NC
47,Lincoln,MT
47,Montgomery City,MO
47,Henning,MN
47,Fort Ripley,MN
47,Lennon,MI
47,Havre De Grace,MD
47,Cordova,MD
47,Edgerton,KS
47,Cambridge City,IN
47,Channahon,IL
47,Declo,ID
47,Williams,IA
47,Midway,GA
47,Starke,FL
47,Windsor Locks,CT
47,Lookout,CA
47,Point Reyes Station,CA
47,Brownsville,CA
47,Stinson Beach,CA
47,Ballico,CA
47,Peridot,AZ
47,Winslow,AR
47,Mayflower,AR
47,Deatsville,AL
46,Maple Valley,WA
46,Woodinville,WA
46,Jasper,TN
46,Smoaks,SC
46,Windsor,SC
46,Chesterfield,SC
46,Branchville,SC
46,Clarion,PA
46,Turbotville,PA
46,Blairsville,PA
46,Catawissa,PA
46,Montrose,PA
46,Narvon,PA
46,Smethport,PA
46,Athena,OR
46,Shady Cove,OR
46,Merrill,OR
46,Westerville,OH
46,Goshen,NY
46,Pomona,NY
46,Minot,ND
46,Stokesdale,NC
46,Odessa,MO
46,Cook,MN
46,Big Lake,MN
46,Cohasset,MN
46,Kasota,MN
46,Martin,MI
46,Center Line,MI
46,Wilmington,MA
46,South Bend,IN
46,Markham,IL
46,Atlantic,IA
46,Story City,IA
46,Torrington,CT
46,Kremmling,CO
46,Lakewood,CO
46,MI Wuk Village,CA
46,Courtland,CA
46,Meadow Vista,CA
46,Tonopah,AZ
46,Pike Road,AL
45,Cabin Creek,WV
45,Brinnon,WA
45,Moneta,VA
45,Lyndhurst,VA
45,Amherst,VA
45,Scottsville,VA
45,Clifton Forge,VA
45,Ferris,TX
45,Greeneville,TN
45,Monteagle,TN
45,Waverly,TN
45,Fairview,TN
45,Blackstock,SC
45,Allendale,SC
45,Jackson,SC
45,Newport,PA
45,Trappe,PA
45,Dallastown,PA
45,Mount Union,PA
45,Langlois,OR
45,Pattersonville,NY
45,East Chatham,NY
45,Dansville,NY
45,Glenbrook,NV
45,Bow,NH
45,Jonesville,NC
45,Greycliff,MT
45,Garvin,MN
45,Plainwell,MI
45,East New Market,MD
45,Pocomoke City,MD
45,Flintstone,MD
45,Waltham,MA
45,Woburn,MA
45,Chelmsford,MA
45,Westwego,LA
45,Clayton,IN
45,Lemont,IL
45,Adel,IA
45,Homestead,IA
45,Greensboro,GA
45,Soperton,GA
45,Ponce De Leon,FL
45,Champions Gate,FL
45,Satellite Beach,FL
45,Campbellton,FL
45,De Beque,CO
45,Gunnison,CO
45,Louisville,CO
45,Sloughhouse,CA
45,Hickman,CA
45,Comptche,CA
45,Tollhouse,CA
45,Point Arena,CA
45,Occidental,CA
45,Morristown,AZ
45,Blytheville,AR
45,Russellville,AR
44,Longview,WA
44,Lawrenceville,VA
44,Bassett,VA
44,Milford,UT
44,Kingston Springs,TN
44,Green Sea,SC
44,Strasburg,PA
44,Renovo,PA
44,Meyersdale,PA
44,Martinsburg,PA
44,Williamsburg,PA
44,Kimberly,OR
44,Cornelius,OR
44,Lindenhurst,NY
44,Endicott,NY
44,Bedford Hills,NY
44,Elko,NV
44,Laughlin,NV
44,Manahawkin,NJ
44,Fair Lawn,NJ
44,Angier,NC
44,Waubun,MN
44,Annandale,MN
44,Jacobson,MN
44,Belmont,MI
44,White Plains,MD
44,Lexington Park,MD
44,Frostburg,MD
44,Haverhill,MA
44,Harvey,LA
44,Norco,LA
44,Barnesville,GA
44,Fort Valley,GA
44,De Leon Springs,FL
44,Indian Rocks Beach,FL
44,Lady Lake,FL
44,Big Bear City,CA
44,Lotus,CA
44,Kaibeto,AZ
44,Donaldson,AR
44,Paragould,AR
44,Searcy,AR
44,Oxford,AL
44,Maplesville,AL
43,Fraziers Bottom,WV
43,Beaver,WV
43,Kenosha,WI
43,South Salt Lake,UT
43,Silver Point,TN
43,Newport,TN
43,Hillsboro,TN
43,Bethune,SC
43,Gresham,SC
43,Mount Pleasant Mills,PA
43,Rhododendron,OR
43,Taberg,NY
43,Schaghticoke,NY
43,Hartsdale,NY
43,Hannacroix,NY
43,Woodbine,NJ
43,Elkin,NC
43,Sylva,NC
43,Battle Lake,MN
43,Nevis,MN
43,Pine River,MN
43,Fallston,MD
43,Glenview,IL
43,Zellwood,FL
43,Lauderhill,FL
43,Lakewood Ranch,FL
43,Bell,FL
43,Beacon Falls,CT
43,Potter Valley,CA
43,West Point,CA
43,Raymond,CA
42,Cheyenne,WY
42,Ripley,WV
42,DeWitt,VA
42,Addison,TX
42,Gardners,PA
42,Orangeville,PA
42,Blossvale,NY
42,Highland,NY
42,Waterville,NY
42,Purchase,NY
42,Bethpage,NY
42,Jamesville,NY
42,Warren,NJ
42,Wall Township,NJ
42,Williamstown,NJ
42,Dayton,NJ
42,Newton Grove,NC
42,Siler City,NC
42,Hillsborough,NC
42,Tarboro,NC
42,Rocky Point,NC
42,Parkton,NC
42,Roberts,MT
42,Hardin,MT
42,Foristell,MO
42,Wright City,MO
42,Taylors Falls,MN
42,Blackduck,MN
42,Arlington,MN
42,Lester Prairie,MN
42,Preston,MN
42,Northville,MI
42,Hopkinton,MA
42,Charlestown,MA
42,Saint Martinville,LA
42,Belvidere,IL
42,Chicago Ridge,IL
42,King Hill,ID
42,Minden,IA
42,Kellogg,IA
42,Adair,IA
42,Wildwood,GA
42,Inlet Beach,FL
42,Altoona,FL
42,Niantic,CT
42,New London,CT
42,Grand Junction,CO
42,Chilcoot,CA
42,Carnelian Bay,CA
42,Lemon Cove,CA
42,Madison,CA
42,Pearblossom,CA
42,Paulden,AZ
42,Redfield,AR
42,Wheatley,AR
41,Williamstown,WV
41,Clendenin,WV
41,Goldendale,WA
41,Bastian,VA
41,Stanley,VA
41,Portage,UT
41,Columbia,TN
41,White Pine,TN
41,Jefferson,SC
41,Varnville,SC
41,Edgefield,SC
41,Chalfont,PA
41,West Middlesex,PA
41,Belleville,PA
41,Donegal,PA
41,Welches,OR
41,Amenia,NY
41,Rush,NY
41,East Islip,NY
41,Hudson Falls,NY
41,Remsen,NY
41,Durhamville,NY
41,Monsey,NY
41,Orange,NJ
41,Lincroft,NJ
41,Shelby,NC
41,Rutherfordton,NC
41,Charlo,MT
41,Moore,MT
41,Reed Point,MT
41,Darby,MT
41,Deer Creek,MN
41,Verndale,MN
41,Isanti,MN
41,Hackensack,MN
41,Madelia,MN
41,Minnesota City,MN
41,Zeeland,MI
41,Adamstown,MD
41,Mandeville,LA
41,Rockford,IL
41,Dubois,ID
41,Le Claire,IA
41,Waco,GA
41,Alford,FL
41,Bal Harbour,FL
41,Hilliard,FL
41,Summerland Key,FL
41,Storrs Mansfield,CT
41,Stonington,CT
41,Santa Rosa Valley,CA
41,Westport,CA
41,Glenhaven,CA
41,Los Alamos,CA
41,Mountain Ranch,CA
41,Capay,CA
41,Wellton,AZ
41,Chester,AR
41,Harvest,AL
40,Lynden,WA
40,Washougal,WA
40,Anacortes,WA
40,Waterford,VA
40,Mc Ewen,TN
40,Charleston,TN
40,Gadsden,SC
40,Mayesville,SC
40,Turbeville,SC
40,Mc Bee,SC
40,Pineville,SC
40,Nanty Glo,PA
40,York Haven,PA
